"id","sex","education","income","internet","e_reader","number_of_books"
106885,"male","College graduate","$20,000 - $30,000","Yes","No","0"
106886,"female","High school graduate","$50,000 - $75,000","Yes","No","Don't Know"
106891,"male","Post-graduate training","$150,000 +","Yes","No","15"
106895,"male","College graduate","$30,000 - $40,000","Yes","No","6"
106924,"female","Some college","$50,000 - $75,000","Yes","Yes","40"
106941,"female","Post-graduate training","Refused","Yes","No","12"
106953,"female","Post-graduate training","$50,000 - $75,000","Yes","Yes","20"
106956,"female","College graduate","$150,000 +","Yes","Yes","20"
106987,"male","Post-graduate training","$150,000 +","Yes","No","6"
107021,"female","Some high school","$100,000 - $150,000","Yes","Yes","12"
107027,"female","Some college","$100,000 - $150,000","Yes","Yes","3"
107028,"female","High school graduate","Refused","Yes","Yes","40"
107034,"female","Post-graduate training","$75,000 - $100,000","Yes","No","10"
107044,"male","College graduate","$75,000 - $100,000","Yes","No","5"
107053,"female","Some college","$75,000 - $100,000","Yes","Yes","3"
107071,"male","College graduate","$150,000 +","Yes","No","25"
107077,"female","Some college","Refused","Yes","Yes","12"
107085,"female","Post-graduate training","$100,000 - $150,000","Yes","Yes","25"
107097,"female","Technical school","$20,000 - $30,000","Yes","No","0"
107112,"male","College graduate","Refused","Yes","No","2"
107120,"female","Some college","$20,000 - $30,000","Yes","No","30"
107126,"female","Some college","$150,000 +","Yes","Yes","30"
107152,"male","College graduate","$50,000 - $75,000","Yes","Yes","35"
107168,"female","College graduate","$75,000 - $100,000","Yes","No","10"
107188,"female","College graduate","$50,000 - $75,000","Yes","Yes","97 or more"
107207,"male","Post-graduate training","Refused","Yes","Yes","30"
107208,"male","High school graduate","$50,000 - $75,000","Yes","Yes","50"
107315,"female","Post-graduate training","$150,000 +","Yes","No","3"
107321,"female","College graduate","$75,000 - $100,000","Yes","Yes","20"
107340,"male","College graduate","$100,000 - $150,000","Yes","Yes","7"
107360,"female","College graduate","Refused","Yes","No","1"
107361,"female","Some college","Don't know","Yes","No","10"
107370,"female","College graduate","$50,000 - $75,000","Yes","Yes","20"
107424,"female","College graduate","Refused","Yes","Yes","4"
107436,"male","Post-graduate training","$150,000 +","Yes","No","50"
107454,"male","Some high school","$10,000 - $20,000","Yes","Yes","12"
107472,"female","Post-graduate training","$150,000 +","Yes","No","0"
107524,"female","College graduate","$150,000 +","Yes","No","3"
107559,"female","College graduate","$75,000 - $100,000","Yes","Yes","6"
107562,"male","Some college","$75,000 - $100,000","Yes","Yes","5"
107572,"male","High school graduate","$100,000 - $150,000","Yes","Yes","4"
107587,"female","College graduate","$100,000 - $150,000","Yes","Yes","6"
107590,"female","Post-graduate training","$150,000 +","Yes","Yes","30"
107599,"male","College graduate","$100,000 - $150,000","Yes","No","12"
107631,"female","Post-graduate training","Refused","Yes","Yes","50"
107638,"female","College graduate","$40,000 - $50,000","Yes","No","12"
107694,"female","High school graduate","$40,000 - $50,000","Yes","Yes","6"
107695,"female","High school graduate","< $10,000","Yes","No","Don't Know"
107720,"male","High school graduate","$50,000 - $75,000","Yes","Yes","40"
107723,"female","Some college","$50,000 - $75,000","Yes","Yes","97 or more"
107727,"female","College graduate","$40,000 - $50,000","Yes","Yes","20"
107754,"female","Some high school","Don't know","Yes","No","4"
107762,"male","College graduate","$150,000 +","Yes","Yes","15"
107766,"male","Post-graduate training","$150,000 +","Yes","Yes","12"
107807,"female","Post-graduate training","Refused","Yes","Yes","75"
107835,"male","Post-graduate training","$150,000 +","Yes","No","4"
107840,"female","Some college","$50,000 - $75,000","Yes","Yes","40"
107844,"female","College graduate","$75,000 - $100,000","Yes","Yes","5"
107874,"male","Post-graduate training","$150,000 +","Yes","Yes","12"
107898,"female","High school graduate","$40,000 - $50,000","Yes","No","3"
107902,"female","High school graduate","$75,000 - $100,000","Yes","Yes","6"
107905,"male","Some college","$75,000 - $100,000","Yes","Yes","18"
107957,"male","Post-graduate training","Refused","Yes","Yes","40"
107961,"male","Some college","$75,000 - $100,000","Yes","No","Don't Know"
107992,"male","Some college","$75,000 - $100,000","Yes","Yes","2"
108002,"female","High school graduate","$30,000 - $40,000","Yes","No","20"
108020,"female","Post-graduate training","$100,000 - $150,000","Yes","No","8"
108040,"female","Some college","$100,000 - $150,000","Yes","Yes","97 or more"
108044,"female","Post-graduate training","$100,000 - $150,000","Yes","Yes","97 or more"
108059,"male","Some high school","$10,000 - $20,000","Yes","No","50"
108067,"male","Some college","$75,000 - $100,000","Yes","No","20"
108077,"female","Some college","$40,000 - $50,000","Yes","No","0"
108087,"female","College graduate","Refused","Yes","Yes","50"
108138,"male","College graduate","$100,000 - $150,000","Yes","Yes","3"
108146,"female","High school graduate","$50,000 - $75,000","Yes","Yes","2"
108150,"male","Some college","$20,000 - $30,000","Yes","Yes","30"
108152,"female","High school graduate","$50,000 - $75,000","Yes","No","1"
108181,"female","College graduate","$100,000 - $150,000","Yes","Yes","15"
108182,"male","Post-graduate training","$20,000 - $30,000","Yes","Yes","6"
108225,"male","College graduate","$100,000 - $150,000","Yes","Yes","12"
108231,"female","College graduate","$100,000 - $150,000","Yes","Yes","23"
108259,"female","Post-graduate training","$75,000 - $100,000","Yes","No","2"
108264,"male","Post-graduate training","$150,000 +","Yes","Yes","10"
108326,"female","Some high school","Don't know","Yes","Yes","97 or more"
108330,"female","Technical school","Refused","Yes","No","3"
108348,"male","High school graduate","$40,000 - $50,000","Yes","Yes","12"
108374,"male","Post-graduate training","$75,000 - $100,000","Yes","Yes","97 or more"
108403,"male","Some high school","Don't know","Yes","No","7"
108405,"female","Some college","Refused","Yes","Yes","25"
108408,"female","Some college","Refused","Yes","Yes","Don't Know"
108455,"female","Some high school","$30,000 - $40,000","Yes","Yes","4"
108518,"male","Post-graduate training","$75,000 - $100,000","Yes","Yes","4"
108522,"female","Some college","$100,000 - $150,000","Yes","Yes","30"
108533,"female","Post-graduate training","Refused","Yes","Yes","50"
108540,"female","Post-graduate training","$150,000 +","Yes","Yes","30"
108543,"male","College graduate","$75,000 - $100,000","Yes","No","8"
108545,"male","College graduate","$150,000 +","Yes","Yes","2"
108546,"female","College graduate","$30,000 - $40,000","Yes","Yes","2"
108569,"male","High school graduate","$50,000 - $75,000","Yes","No","30"
108613,"female","Some college","Refused","Yes","No","0"
108622,"female","College graduate","$75,000 - $100,000","Yes","Yes","25"
108623,"male","College graduate","$75,000 - $100,000","Yes","No","6"
108631,"female","Some college","$20,000 - $30,000","Yes","No","Don't Know"
108641,"male","College graduate","Refused","Yes","No","3"
108645,"male","College graduate","$50,000 - $75,000","Yes","No","1"
108657,"female","College graduate","< $10,000","Yes","Yes","6"
108671,"female","College graduate","$100,000 - $150,000","Yes","Yes","20"
108673,"male","College graduate","$75,000 - $100,000","Yes","Yes","12"
108700,"male","Post-graduate training","Refused","Yes","Yes","40"
108708,"male","College graduate","$100,000 - $150,000","Yes","Yes","10"
108743,"male","Post-graduate training","$75,000 - $100,000","Yes","No","20"
108748,"female","College graduate","$100,000 - $150,000","Yes","No","1"
108809,"male","High school graduate","Don't know","Yes","No","0"
108875,"male","Post-graduate training","$100,000 - $150,000","Yes","Yes","10"
108908,"male","High school graduate","$20,000 - $30,000","Yes","Yes","3"
108958,"female","High school graduate","$40,000 - $50,000","Yes","No","30"
109033,"female","Some college","$75,000 - $100,000","Yes","Yes","50"
109050,"female","College graduate","$100,000 - $150,000","Yes","Yes","30"
109051,"male","College graduate","$75,000 - $100,000","Yes","Yes","40"
109125,"female","Post-graduate training","$75,000 - $100,000","Yes","Yes","97 or more"
109134,"female","Some college","$100,000 - $150,000","Yes","Yes","20"
109137,"male","Post-graduate training","$100,000 - $150,000","Yes","No","25"
109138,"male","Some college","$50,000 - $75,000","Yes","No","1"
109144,"female","Post-graduate training","$100,000 - $150,000","Yes","Yes","15"
109153,"male","College graduate","$150,000 +","Yes","No","1"
109173,"female","College graduate","$75,000 - $100,000","Yes","No","2"
109198,"female","College graduate","$100,000 - $150,000","Yes","Yes","50"
109270,"female","Technical school","$40,000 - $50,000","Yes","No","0"
109281,"female","College graduate","$150,000 +","Yes","No","97 or more"
109333,"female","Post-graduate training","$50,000 - $75,000","Yes","Yes","70"
109367,"female","College graduate","Don't know","Yes","Yes","75"
109416,"male","High school graduate","$50,000 - $75,000","Yes","Yes","0"
109441,"female","Technical school","$40,000 - $50,000","Yes","Yes","15"
109443,"male","College graduate","$150,000 +","Yes","Yes","6"
109480,"female","Some college","$100,000 - $150,000","Yes","No","2"
109486,"female","College graduate","$20,000 - $30,000","Yes","Yes","Refused"
109516,"male","Post-graduate training","$100,000 - $150,000","Yes","Yes","97 or more"
109534,"female","High school graduate","Refused","Yes","Yes","Don't Know"
109550,"female","High school graduate","$10,000 - $20,000","Yes","Yes","30"
109564,"female","College graduate","$150,000 +","Yes","No","50"
109575,"male","Post-graduate training","$100,000 - $150,000","Yes","No","8"
109578,"male","Some college","$50,000 - $75,000","Yes","Yes","12"
109582,"male","Some college","$75,000 - $100,000","Yes","No","0"
109585,"female","College graduate","$40,000 - $50,000","Yes","Yes","20"
109593,"male","Post-graduate training","$150,000 +","Yes","Yes","6"
109609,"male","Post-graduate training","Refused","Yes","No","50"
109610,"male","Some college","$150,000 +","Yes","Yes","2"
109629,"male","Post-graduate training","$30,000 - $40,000","Yes","No","50"
109630,"female","Some college","$150,000 +","Yes","Yes","4"
109652,"female","Post-graduate training","$150,000 +","Yes","Yes","20"
109693,"male","Post-graduate training","$50,000 - $75,000","Yes","Yes","4"
109734,"male","College graduate","$75,000 - $100,000","Yes","Yes","25"
109766,"female","College graduate","$150,000 +","Yes","Yes","0"
109783,"female","College graduate","Refused","Yes","Yes","48"
109787,"female","College graduate","Refused","No","Yes","12"
109789,"female","Some college","$100,000 - $150,000","Yes","Yes","10"
109835,"female","High school graduate","Don't know","Yes","Yes","20"
109888,"male","College graduate","$150,000 +","Yes","Yes","24"
109900,"female","College graduate","$150,000 +","Yes","Yes","36"
109908,"male","Post-graduate training","Refused","Yes","No","12"
109953,"male","High school graduate","$20,000 - $30,000","Yes","No","0"
109958,"male","Post-graduate training","$100,000 - $150,000","Yes","Yes","97 or more"
109987,"male","College graduate","< $10,000","Yes","No","30"
109990,"female","Some college","$40,000 - $50,000","Yes","Yes","6"
109997,"female","Some college","$75,000 - $100,000","Yes","No","6"
110025,"female","College graduate","$100,000 - $150,000","Yes","Yes","35"
110035,"male","College graduate","$150,000 +","Yes","No","6"
110047,"male","Some college","$100,000 - $150,000","Yes","Yes","0"
110074,"female","Post-graduate training","$150,000 +","Yes","No","8"
110075,"female","Post-graduate training","$150,000 +","Yes","Yes","7"
110081,"male","Some high school","< $10,000","Yes","No","60"
110118,"female","Post-graduate training","$50,000 - $75,000","Yes","Yes","20"
110132,"female","High school graduate","< $10,000","Yes","No","3"
110148,"male","Some college","$10,000 - $20,000","Yes","Yes","10"
110168,"male","Post-graduate training","$75,000 - $100,000","Yes","Yes","20"
110169,"male","Some college","$150,000 +","Yes","No","0"
110205,"male","College graduate","$30,000 - $40,000","Yes","No","10"
110220,"female","Some college","< $10,000","Yes","No","3"
110244,"male","Some high school","Don't know","Yes","No","1"
110278,"female","College graduate","$100,000 - $150,000","Yes","Yes","15"
110297,"female","High school graduate","Don't know","Yes","Yes","30"
110316,"male","Technical school","$10,000 - $20,000","Yes","Yes","30"
110320,"female","High school graduate","$40,000 - $50,000","Yes","Yes","50"
110325,"male","Post-graduate training","$100,000 - $150,000","Yes","Yes","9"
110334,"female","College graduate","$150,000 +","Yes","No","7"
