"Nombre" "Plataforma" "Fecha" "Genero" "VentasEEUU" "VentasEU" "VentasJP" "VentasOtros" "Ventas"
"12624" "Backyard Skateboarding 2006" "GBA" "2004" "Sports" 0.04 0.02 0 0 0.06
"12625" "Tron 2.0: Killer App" "XB" "2004" "Action" 0.04 0.01 0 0 0.06
"12666" "Fatal Frame" "XB" "2002" "Action" 0.04 0.01 0 0 0.06
"12675" "Resident Evil 2" "GC" "2003" "Action" 0.04 0.01 0 0 0.06
"12685" "Harry Potter and the Sorcerer's Stone" "PC" "2001" "Action" 0.01 0.04 0 0.01 0.06
"12688" "Catwoman" "XB" "2004" "Action" 0.04 0.01 0 0 0.06
"12702" "Eikan wa Kimini 2002: Koshien no Kodou" "PS2" "2002" "Sports" 0 0 0.06 0 0.06
"12706" "Terminator 3: Rise of the Machines" "GBA" "2003" "Action" 0.04 0.02 0 0 0.06
"12711" "Constantine" "XB" "2005" "Action" 0.04 0.01 0 0 0.06
"12721" "Samurai Jack: The Shadow of Aku" "PS2" "2004" "Action" 0.03 0.02 0 0.01 0.06
"12725" "FIFA Street" "GC" "2005" "Sports" 0.04 0.01 0 0 0.06
"12729" "Aggressive Inline" "GC" "2002" "Sports" 0.04 0.01 0 0 0.06
"12732" "Viewtiful Joe: Red Hot Rumble" "GC" "2005" "Action" 0.04 0.01 0 0 0.06
"12739" "FIFA Soccer 06" "DS" "2005" "Sports" 0.05 0 0 0 0.06
"12749" "Dr. Muto" "XB" "2002" "Platform" 0.04 0.01 0 0 0.06
"12775" "ESPN International Winter Sports 2002" "PS2" "2002" "Sports" 0.03 0.02 0 0.01 0.06
"12782" "BattleBots: Beyond the BattleBox" "GBA" "2002" "Action" 0.04 0.01 0 0 0.06
"12802" "Cabela's Big Game Hunter 2005 Adventures" "GBA" "2004" "Sports" 0.04 0.01 0 0 0.06
"12816" "Carmen Sandiego: The Secret of the Stolen Drums" "PS2" "2004" "Action" 0.03 0.02 0 0.01 0.06
"12838" "Gladiator: Sword of Vengeance" "XB" "2003" "Action" 0.04 0.01 0 0 0.05
"12857" "NFL Quarterback Club 2002" "GC" "2001" "Sports" 0.04 0.01 0 0 0.05
"12866" "Sega Soccer Slam" "XB" "2002" "Sports" 0.04 0.01 0 0 0.05
"12869" "Blood Omen 2" "GC" "2002" "Action" 0.04 0.01 0 0 0.05
"12877" "WTA Tour Tennis" "PS2" "2001" "Sports" 0.03 0.02 0 0.01 0.05
"12879" "Dynasty Warriors 5" "XB" "2005" "Action" 0.04 0.01 0 0 0.05
"12882" "FIFA Soccer 2003" "GBA" "2002" "Sports" 0.04 0.01 0 0 0.05
"12894" "UEFA Euro 2004: Portugal" "XB" "2004" "Sports" 0.04 0.01 0 0 0.05
"12897" "Shaman King: Soul Fight" "GC" "2003" "Platform" 0 0 0.05 0 0.05
"12903" "Zapper: One Wicked Cricket!" "XB" "2002" "Platform" 0.04 0.01 0 0 0.05
"12907" "Sitting Ducks" "PS2" "2003" "Platform" 0.03 0.02 0 0.01 0.05
"12912" "NFL Blitz Pro" "XB" "2003" "Sports" 0.04 0.01 0 0 0.05
"12924" "Wakeboarding Unleashed Featuring Shaun Murray" "XB" "2003" "Sports" 0.04 0.01 0 0 0.05
"12942" "King Arthur" "XB" "2004" "Action" 0.04 0.01 0 0 0.05
"12951" "Dragon's Lair 3D: Return to the Lair" "XB" "2002" "Platform" 0.04 0.01 0 0 0.05
"12965" "Virtua Striker 2002" "GC" "2002" "Sports" 0.01 0 0.03 0 0.05
"12973" "Disney's PK: Out of the Shadows" "GC" "2002" "Platform" 0.04 0.01 0 0 0.05
"12985" "Otogi 2: Immortal Warriors" "XB" "2003" "Action" 0.04 0.01 0 0 0.05
"12986" "Legend of Kay" "PS2" "2005" "Action" 0.03 0.02 0 0.01 0.05
"12987" "Piglet's Big Game" "GC" "2003" "Platform" 0.04 0.01 0 0 0.05
"12998" "Piglet's Big Game" "GBA" "2003" "Platform" 0.04 0.01 0 0 0.05
"13027" "Monster! Bass Fishing" "GBA" "2003" "Sports" 0.04 0.01 0 0 0.05
"13041" "FIFA Soccer 2004" "GBA" "2003" "Sports" 0.04 0.01 0 0 0.05
"13050" "Tennis no Oji-Sama: 2005 Crystal Drive" "DS" "2004" "Sports" 0 0 0.05 0 0.05
"13060" "Yanya Caballista: City Skater" "PS2" "2001" "Sports" 0.02 0.02 0 0.01 0.05
"13102" "Jim Henson's Muppets in Spy Muppets: License to Croak" "GBA" "2003" "Action" 0.04 0.01 0 0 0.05
"13105" "Alias" "XB" "2004" "Action" 0.04 0.01 0 0 0.05
"13108" "ESPN International Winter Sports 2002" "GC" "2002" "Sports" 0.04 0.01 0 0 0.05
"13130" "Dr. Seuss: Green Eggs and Ham" "GBA" "2003" "Action" 0.04 0.01 0 0 0.05
"13134" "Dark Summit" "GC" "2002" "Sports" 0.04 0.01 0 0 0.05
"13151" "Codename: Kids Next Door: Operation V.I.D.E.O.G.A.M.E." "GC" "2005" "Platform" 0.04 0.01 0 0 0.05
"13160" "Ty the Tasmanian Tiger 3: Night of the Quinkan" "GBA" "2005" "Action" 0.04 0.01 0 0 0.05
"13167" "Stretch Panic" "PS2" "2001" "Platform" 0.02 0.02 0 0.01 0.05
"13173" "Rogue Ops" "GC" "2003" "Action" 0.04 0.01 0 0 0.05
"13181" "Woody Woodpecker: Escape from Buzz Buzzard Park" "PS2" "2001" "Platform" 0.02 0.02 0 0.01 0.05
"13193" "Around the World in 80 Days" "GBA" "2004" "Action" 0.03 0.01 0 0 0.05
"13197" "Whirl Tour" "GC" "2002" "Sports" 0.04 0.01 0 0 0.05
"13237" "Finny the Fish & the Seven Waters" "PS2" "2004" "Sports" 0.02 0.02 0 0.01 0.05
"13245" "Crime Life: Gang Wars" "XB" "2005" "Action" 0.04 0.01 0 0 0.05
"13248" "Rugby 2005" "XB" "2005" "Sports" 0.04 0.01 0 0 0.05
"13258" "American Bass Challenge" "GBA" "2001" "Sports" 0.03 0.01 0 0 0.05
"13264" "Fatal Frame II: Crimson Butterfly Director's Cut" "XB" "2004" "Action" 0.04 0.01 0 0 0.05
"13266" "2002 FIFA World Cup" "GC" "2002" "Sports" 0.04 0.01 0 0 0.05
"13280" "Ribbit King" "GC" "2003" "Sports" 0.04 0.01 0 0 0.05
"13296" "ESPN Great Outdoor Games Bass 2002" "GBA" "2001" "Sports" 0.03 0.01 0 0 0.05
"13308" "World Championship Pool 2004" "PS2" "2004" "Sports" 0.02 0.02 0 0.01 0.05
"13320" "Frogger: Ancient Shadow" "GC" "2005" "Platform" 0.04 0.01 0 0 0.05
"13340" "NightCaster II: Equinox" "XB" "2002" "Action" 0.03 0.01 0 0 0.05
"13369" "Mafia" "PC" "2002" "Action" 0 0.04 0 0.01 0.05
"13389" "Rimo-Cocoron" "PS2" "2001" "Action" 0 0 0.05 0 0.05
"13391" "Mike Tyson Heavyweight Boxing" "XB" "2002" "Sports" 0.03 0.01 0 0 0.05
"13393" "The Berenstain Bears and the Spooky Old Tree" "GBA" "2005" "Platform" 0.03 0.01 0 0 0.05
"13418" "Double Dragon Advance" "GBA" "2003" "Action" 0.03 0.01 0 0 0.05
"13423" "World Fantasista" "PS2" "2002" "Sports" 0 0 0.05 0 0.05
"13432" "Futurama" "XB" "2003" "Platform" 0.03 0.01 0 0 0.05
"13477" "Disney's Donald Duck: Goin' Quackers" "GC" "2002" "Platform" 0.03 0.01 0 0 0.04
"13489" "Roswell Conspiracies: Aliens, Myths & Legends" "PS" "2001" "Action" 0.02 0.02 0 0 0.04
"13501" "Crushed Baseball" "GBA" "2004" "Sports" 0.03 0.01 0 0 0.04
"13529" "Spy Fiction" "PS2" "2003" "Action" 0.02 0.02 0 0.01 0.04
"13531" "Justice League: Chronicles" "GBA" "2003" "Platform" 0.03 0.01 0 0 0.04
"13540" "King Arthur" "GC" "2004" "Action" 0.03 0.01 0 0 0.04
"13541" "Chicken Shoot" "GBA" "2005" "Action" 0.03 0.01 0 0 0.04
"13572" "Strike Force Bowling" "XB" "2004" "Sports" 0.03 0.01 0 0 0.04
"13576" "Red Ninja: End of Honor" "PS2" "2005" "Action" 0.02 0.02 0 0.01 0.04
"13587" "Outlaw Tennis" "XB" "2005" "Sports" 0.03 0.01 0 0 0.04
"13592" "No Rules: Get Phat" "GBA" "2001" "Action" 0.03 0.01 0 0 0.04
"13601" "The Invincible Iron Man" "GBA" "2002" "Action" 0.03 0.01 0 0 0.04
"13605" "Maken Shao: Demon Sword" "PS2" "2001" "Action" 0 0 0.04 0 0.04
"13609" "Scaler" "XB" "2004" "Platform" 0.03 0.01 0 0 0.04
"13612" "FIFA Soccer 2003 (weekly jp sales)" "PS2" "2002" "Sports" 0 0 0.04 0 0.04
"13614" "High Heat Baseball 2002" "PS" "2001" "Sports" 0.02 0.02 0 0 0.04
"13622" "Tennis Masters Series 2003" "XB" "2002" "Sports" 0.03 0.01 0 0 0.04
"13627" "MLB SlugFest 20-04" "GC" "2003" "Sports" 0.03 0.01 0 0 0.04
"13685" "Yourself Fitness" "PS2" "2005" "Sports" 0.02 0.02 0 0.01 0.04
"13698" "Catwoman" "GBA" "2004" "Action" 0.03 0.01 0 0 0.04
"13719" "Aeon Flux" "PS2" "2005" "Action" 0.02 0.02 0 0.01 0.04
"13727" "Mat Hoffman's Pro BMX 2" "GC" "2002" "Sports" 0.03 0.01 0 0 0.04
"13733" "Grand Theft Auto: Vice City" "PC" "2003" "Action" 0 0.03 0 0.01 0.04
"13744" "Superman: Countdown to Apokolips" "GBA" "2003" "Platform" 0.03 0.01 0 0 0.04
"13746" "Kikou Heidan J-Phoenix 2" "PS2" "2003" "Action" 0 0 0.04 0 0.04
"13748" "Dragon's Lair 3D: Return to the Lair" "GC" "2002" "Platform" 0.03 0.01 0 0 0.04
"13755" "Super Black Bass Fishing" "DS" "2005" "Sports" 0.04 0 0 0 0.04
"13774" "Mike Tyson Boxing" "GBA" "2002" "Sports" 0.03 0.01 0 0 0.04
"13781" "Fisherman's Challenge" "PS2" "2003" "Sports" 0.02 0.02 0 0.01 0.04
"13784" "Mission: Impossible - Operation Surma" "GBA" "2003" "Platform" 0.03 0.01 0 0 0.04
"13817" "Headhunter: Redemption" "PS2" "2004" "Action" 0.02 0.01 0 0 0.04
"13829" "Tiger Woods PGA Tour Golf" "GBA" "2002" "Sports" 0.03 0.01 0 0 0.04
"13848" "Outlaw Volleyball Remixed" "PS2" "2004" "Sports" 0.02 0.01 0 0 0.04
"13879" "Stolen" "PS2" "2005" "Action" 0.02 0.01 0 0 0.04
"13897" "E.T. The Extra-Terrestrial: Interplanetary Mission" "PS" "2001" "Platform" 0.02 0.01 0 0 0.04
"13903" "Dramatic Soccer Game: Nippon Daihyou Senshu Ninarou!" "PS2" "2002" "Sports" 0 0 0.04 0 0.04
"13906" "Harry Potter and the Prisoner of Azkaban" "PC" "2004" "Action" 0 0.03 0 0.01 0.04
"13914" "Dragon Ball: Advanced Adventure" "GBA" "2004" "Action" 0.03 0.01 0 0 0.04
"13918" "The Ripping Friends" "GBA" "2002" "Action" 0.03 0.01 0 0 0.04
"13922" "Super Army War" "GBA" "2005" "Action" 0.03 0.01 0 0 0.04
"13935" "Evolution Skateboarding" "GC" "2002" "Sports" 0.03 0.01 0 0 0.04
"13938" "Jikkyou World Soccer 2002" "PS2" "2002" "Sports" 0 0 0.04 0 0.04
"13960" "Cy Girls" "PS2" "2004" "Action" 0.02 0.01 0 0 0.04
"13966" "Minority Report: Everybody Runs" "GBA" "2002" "Action" 0.03 0.01 0 0 0.04
"13970" "Garfield: The Search for Pooky" "GBA" "2003" "Platform" 0.03 0.01 0 0 0.04
"13980" "Gumby vs. the Astrobots" "GBA" "2005" "Action" 0.03 0.01 0 0 0.04
"13985" "Scaler" "GC" "2004" "Platform" 0.03 0.01 0 0 0.04
"14004" "Teenage Mutant Ninja Turtles 3: Mutant Nightmare" "XB" "2005" "Action" 0.03 0.01 0 0 0.04
"14009" "Beatdown: Fists of Vengeance" "XB" "2005" "Action" 0.03 0.01 0 0 0.04
"14020" "World Championship Pool 2004" "XB" "2003" "Sports" 0.03 0.01 0 0 0.04
"14032" "Stadium Games" "GBA" "2003" "Sports" 0.03 0.01 0 0 0.04
"14044" "Hot Potato!" "GBA" "2001" "Action" 0.03 0.01 0 0 0.04
"14075" "Hello Kitty: Roller Rescue" "PC" "2005" "Action" 0 0.03 0 0 0.04
"14106" "Alienators: Evolution Continues" "GBA" "2001" "Action" 0.03 0.01 0 0 0.03
"14117" "RedCard 20-03" "XB" "2002" "Sports" 0.03 0.01 0 0 0.03
"14120" "Asterix & Obelix: Kick Buttix" "PS2" "2004" "Action" 0.02 0.01 0 0 0.03
"14123" "Care Bears - Care Quest" "GBA" "2005" "Action" 0.02 0.01 0 0 0.03
"14126" "Championship Manager Season 01/02" "PC" "2001" "Sports" 0 0.03 0 0.01 0.03
"14129" "Boboboubo Boubobo: Ougi 87.5 Bakuretsu Hanage Shinken" "GBA" "2002" "Action" 0 0 0.03 0 0.03
"14137" "Sky Dancers" "GBA" "2005" "Action" 0.02 0.01 0 0 0.03
"14149" "ESPN NBA 2Night 2002" "PS2" "2002" "Sports" 0.02 0.01 0 0 0.03
"14150" "Cabela's Dangerous Hunts 2" "GC" "2005" "Sports" 0.03 0.01 0 0 0.03
"14156" "Crouching Tiger, Hidden Dragon" "GBA" "2003" "Action" 0.02 0.01 0 0 0.03
"14188" "Battle Assault 3 featuring Gundam Seed" "PS2" "2004" "Action" 0.02 0.01 0 0 0.03
"14194" "Cabela's Outdoor Adventures" "GC" "2005" "Sports" 0.03 0.01 0 0 0.03
"14196" "Backyard NFL Football 2006" "GBA" "2005" "Sports" 0.02 0.01 0 0 0.03
"14201" "An American Tail: Fievel's Gold Rush" "GBA" "2002" "Platform" 0.02 0.01 0 0 0.03
"14211" "M&Ms Shell Shocked" "PS" "2001" "Action" 0.02 0.01 0 0 0.03
"14225" "James Pond: Codename Robocod" "GBA" "2005" "Platform" 0.02 0.01 0 0 0.03
"14248" "Project Gotham Racing 2 (JP weekly sales)" "XB" "2003" "Action" 0 0 0.03 0 0.03
"14251" "CT Special Forces" "GBA" "2002" "Action" 0.02 0.01 0 0 0.03
"14257" "Earthworm Jim 2" "GBA" "2002" "Platform" 0.02 0.01 0 0 0.03
"14279" "Disney Sports Soccer" "GC" "2002" "Sports" 0.03 0.01 0 0 0.03
"14286" "Disney's Hide & Sneak" "GC" "2003" "Action" 0.03 0.01 0 0 0.03
"14299" "Elf Bowling 1 & 2" "GBA" "2005" "Sports" 0.02 0.01 0 0 0.03
"14308" "The Flintstones: Big Trouble in Bedrock" "GBA" "2001" "Platform" 0.02 0.01 0 0 0.03
"14324" "Tork: Prehistoric Punk" "XB" "2005" "Platform" 0.02 0.01 0 0 0.03
"14355" "Totally Spies!" "GBA" "2005" "Platform" 0.02 0.01 0 0 0.03
"14361" "RoadKill" "GC" "2003" "Action" 0.02 0.01 0 0 0.03
"14373" "Sitting Ducks" "GBA" "2003" "Platform" 0.02 0.01 0 0 0.03
"14389" "Rayman 3: Hoodlum Havoc" "PC" "2003" "Platform" 0 0.03 0 0.01 0.03
"14394" "Dr. Muto" "GC" "2002" "Platform" 0.02 0.01 0 0 0.03
"14425" "Galleon: Islands of Mystery" "XB" "2004" "Action" 0.02 0.01 0 0 0.03
"14431" "Sunny Garcia Surfing" "PS2" "2001" "Sports" 0.02 0.01 0 0 0.03
"14449" "Go! Go! Hypergrind" "GC" "2003" "Sports" 0.02 0.01 0 0 0.03
"14463" "Zoboomafoo: Leapin' Lemurs!" "PS" "2001" "Action" 0.02 0.01 0 0 0.03
"14477" "Klonoa 2: Dream Champ Tournament" "GBA" "2002" "Platform" 0.02 0.01 0 0 0.03
"14537" "Street Jam Basketball" "GBA" "2004" "Sports" 0.02 0.01 0 0 0.03
"14543" "Disney's Aladdin" "GBA" "2003" "Platform" 0.02 0.01 0 0 0.03
"14545" "Virtual Pool: Tournament Edition" "XB" "2005" "Sports" 0.02 0.01 0 0 0.03
"14553" "Popeye: Rush for Spinach" "GBA" "2005" "Platform" 0.02 0.01 0 0 0.03
"14561" "Planet of the Apes" "GBA" "2001" "Action" 0.02 0.01 0 0 0.03
"14579" "Syberia" "PC" "2002" "Action" 0 0.02 0 0 0.03
"14591" "Wallace & Gromit in Project Zoo" "XB" "2003" "Platform" 0.02 0.01 0 0 0.03
"14601" "Gekido Advance: Kintaro's Revenge" "GBA" "2002" "Action" 0.02 0.01 0 0 0.03
"14614" "Buffy the Vampire Slayer: Wrath of the Darkhul King" "GBA" "2003" "Action" 0.02 0.01 0 0 0.03
"14660" "Fireblade" "GC" "2002" "Action" 0.02 0.01 0 0 0.03
"14661" "Kong: King of Atlantis" "GBA" "2005" "Action" 0.02 0.01 0 0 0.03
"14663" "Ganbare Goemon: Toukai Douchuu Ooedo Tengurigaeshi no Maki" "DS" "2005" "Action" 0 0 0.03 0 0.03
"14669" "ESPN Winter X Games: Snowboarding 2002" "XB" "2002" "Sports" 0.02 0.01 0 0 0.03
"14684" "Animaniacs: The Great Edgar Hunt" "GC" "2005" "Platform" 0.02 0.01 0 0 0.03
"14706" "Disney Sports Soccer" "GBA" "2002" "Sports" 0.02 0.01 0 0 0.03
"14717" "Pro Cast Sports Fishing" "XB" "2003" "Sports" 0.02 0.01 0 0 0.03
"14732" "Dave Mirra Freestyle BMX 3" "GBA" "2002" "Sports" 0.02 0.01 0 0 0.03
"14738" "Frogger: Ancient Shadow" "XB" "2005" "Platform" 0.02 0.01 0 0 0.03
"14769" "Buffy the Vampire Slayer: Chaos Bleeds" "GC" "2003" "Action" 0.02 0.01 0 0 0.03
"14774" "Jet Grind Radio" "GBA" "2003" "Action" 0.02 0.01 0 0 0.03
"14783" "Under the Skin" "PS2" "2004" "Action" 0.01 0.01 0 0 0.03
"14799" "Archer Maclean Presents: Pool Paradise" "GC" "2004" "Sports" 0.02 0.01 0 0 0.03
"14830" "River King: Wonderful Journey" "PS2" "2005" "Sports" 0.01 0.01 0 0 0.03
"14947" "Jikkyou Powerful Pro Yakyuu 12 Ketteiban" "GC" "2005" "Sports" 0 0 0.02 0 0.02
"14951" "Virtua Tennis: World Tour (jp sales)" "PSP" "2005" "Sports" 0 0 0.02 0 0.02
"14958" "NBA Starting Five" "XB" "2002" "Sports" 0.02 0.01 0 0 0.02
"14964" "Carmen Sandiego: The Secret of the Stolen Drums" "XB" "2004" "Action" 0.02 0.01 0 0 0.02
"14965" "Disney's Magical Quest 3 Starring Mickey and Donald" "GBA" "2003" "Action" 0.02 0.01 0 0 0.02
"14976" "Ed, Edd n Eddy: The Mis-Edventures" "XB" "2005" "Platform" 0.02 0.01 0 0 0.02
"14988" "Ty the Tasmanian Tiger 3: Night of the Quinkan" "XB" "2005" "Action" 0.02 0.01 0 0 0.02
"15012" "Peter Pan in Disney's Return to Never Land" "PS" "2002" "Platform" 0.01 0.01 0 0 0.02
"15064" "Blender Bros." "GBA" "2002" "Platform" 0.02 0.01 0 0 0.02
"15094" "Toxic Grind" "XB" "2002" "Sports" 0.02 0 0 0 0.02
"15099" "ScrapLand" "XB" "2005" "Action" 0.02 0 0 0 0.02
"15119" "Pro Fishing Challenge" "XB" "2004" "Sports" 0.02 0 0 0 0.02
"15127" "Jitsumei Jikkyou Keiba Dream Classic 2002" "PS2" "2002" "Sports" 0 0 0.02 0 0.02
"15134" "RedCard 20-03" "GC" "2002" "Sports" 0.02 0 0 0 0.02
"15150" "NFL Blitz Pro" "GC" "2003" "Sports" 0.02 0 0 0 0.02
"15159" "SBK: Snowboard Kids" "DS" "2005" "Sports" 0.02 0 0 0 0.02
"15165" "Evolution Snowboarding" "PS2" "2002" "Sports" 0.01 0.01 0 0 0.02
"15197" "Knight's Apprentice: Memorick's Adventures" "XB" "2004" "Action" 0.02 0 0 0 0.02
"15231" "Carmen Sandiego: The Secret of the Stolen Drums" "GC" "2004" "Action" 0.02 0 0 0 0.02
"15248" "Kao Challengers" "PSP" "2005" "Platform" 0.02 0 0 0 0.02
"15296" "Casper: Spirit Dimensions" "GC" "2002" "Platform" 0.02 0 0 0 0.02
"15320" "Wakeboarding Unleashed Featuring Shaun Murray" "GBA" "2003" "Sports" 0.01 0.01 0 0 0.02
"15322" "Kikou Heidan J-Phoenix: Cobalt Shoutaihen" "PS2" "2002" "Action" 0 0 0.02 0 0.02
"15349" "Disney Sports Football" "GBA" "2002" "Sports" 0.01 0.01 0 0 0.02
"15355" "Headhunter: Redemption" "XB" "2004" "Action" 0.02 0 0 0 0.02
"15362" "Prehistorik Man" "GBA" "2001" "Platform" 0.01 0.01 0 0 0.02
"15402" "ESPN MLS ExtraTime 2002" "GC" "2002" "Sports" 0.02 0 0 0 0.02
"15426" "Malice" "PS2" "2004" "Platform" 0.01 0.01 0 0 0.02
"15485" "Rainbow Islands Revolution" "DS" "2005" "Platform" 0.01 0 0 0 0.02
"15488" "Codename: Kids Next Door: Operation V.I.D.E.O.G.A.M.E." "XB" "2005" "Platform" 0.01 0 0 0 0.02
"15500" "ESPN MLS ExtraTime 2002" "XB" "2002" "Sports" 0.01 0 0 0 0.02
"15522" "Charlie's Angels" "GC" "2003" "Action" 0.01 0 0 0 0.02
"15538" "The Mummy" "GBA" "2002" "Action" 0.01 0 0 0 0.02
"15581" "Elf Bowling 1 & 2" "DS" "2005" "Sports" 0.02 0 0 0 0.02
"15593" "ESPN NFL Primetime 2002" "XB" "2002" "Sports" 0.01 0 0 0 0.02
"15596" "Red Ninja: End of Honor" "XB" "2005" "Action" 0.01 0 0 0 0.02
"15609" "Kong: The Animated Series" "GBA" "2002" "Action" 0.01 0 0 0 0.02
"15645" "NHL 2K3" "GC" "2002" "Sports" 0.01 0 0 0 0.02
"15654" "Disney Sports Basketball" "GBA" "2002" "Sports" 0.01 0 0 0 0.02
"15656" "Ozzy & Drix" "GBA" "2003" "Platform" 0.01 0 0 0 0.02
"15662" "Disney Sports Football" "GC" "2002" "Sports" 0.01 0 0 0 0.02
"15676" "Spirits & Spells" "GC" "2003" "Platform" 0.01 0 0 0 0.02
"15762" "One Piece Mansion" "PS" "2001" "Action" 0.01 0.01 0 0 0.02
"15780" "Big Bass Fishing" "PS" "2002" "Action" 0 0 0.02 0 0.02
"15788" "LEGO Star Wars: The Video Game" "PC" "2005" "Action" 0 0.01 0 0 0.02
"15793" "WTA Tour Tennis" "GBA" "2002" "Sports" 0.01 0 0 0 0.02
"15800" "Davis Cup Tennis" "GBA" "2002" "Sports" 0.01 0 0 0 0.02
"15816" "Samurai Jack: The Shadow of Aku" "GC" "2004" "Action" 0.01 0 0 0 0.02
"15820" "The Incredibles: Rise of the Underminer" "PC" "2005" "Action" 0.01 0 0 0 0.02
"15834" "Kao the Kangaroo Round 2" "GC" "2005" "Platform" 0.01 0 0 0 0.02
"15889" "Worldwide Soccer Manager 2006" "PC" "2004" "Sports" 0 0.01 0 0 0.02
"15891" "Mission: Impossible - Operation Surma" "GC" "2004" "Platform" 0.01 0 0 0 0.02
"15910" "Kao the Kangaroo Round 2" "PS2" "2005" "Platform" 0.01 0.01 0 0 0.02
"15914" "Dragon Tales: Dragon Adventures" "GBA" "2003" "Platform" 0.01 0 0 0 0.02
"15920" "Rayman 10th Anniversary" "GBA" "2005" "Platform" 0.01 0 0 0 0.02
"15988" "Blackthorne" "GBA" "2003" "Action" 0.01 0 0 0 0.01
"16027" "Ten Pin Alley 2" "GBA" "2004" "Sports" 0.01 0 0 0 0.01
"16094" "Grand Theft Auto III" "PC" "2002" "Action" 0 0.01 0 0 0.01
"16102" "Aeon Flux" "XB" "2005" "Action" 0.01 0 0 0 0.01
"16119" "Football Manager 2005" "PC" "2004" "Sports" 0 0.01 0 0 0.01
"16139" "WTA Tour Tennis" "XB" "2002" "Sports" 0.01 0 0 0 0.01
"16144" "Harry Potter and the Chamber of Secrets" "PC" "2002" "Action" 0 0.01 0 0 0.01
"16160" "Malice" "XB" "2004" "Platform" 0.01 0 0 0 0.01
"16163" "Tiger Woods PGA Tour 2005" "PC" "2004" "Sports" 0 0.01 0 0 0.01
"16239" "Kao the Kangaroo" "GBA" "2001" "Platform" 0.01 0 0 0 0.01
"16250" "Aquaman: Battle for Atlantis" "GC" "2003" "Action" 0.01 0 0 0 0.01
"16296" "Rainbow Islands: Revolution" "PSP" "2005" "Action" 0.01 0 0 0 0.01
"16347" "Dinotopia: The Sunstone Odyssey" "XB" "2003" "Action" 0.01 0 0 0 0.01
"16352" "World Snooker Challenge 2005" "PSP" "2005" "Sports" 0 0.01 0 0 0.01
"16373" "Crouching Tiger, Hidden Dragon" "XB" "2003" "Action" 0.01 0 0 0 0.01
"16427" "ESPN NBA 2Night 2002" "XB" "2002" "Sports" 0.01 0 0 0 0.01
"16440" "Shin Sangoku Musou 4 Special" "X360" "2005" "Action" 0 0 0.01 0 0.01
"16446" "Wade Hixton's Counter Punch" "GBA" "2004" "Sports" 0.01 0 0 0 0.01
"16448" "Legacy of Kain: Defiance" "PC" "2003" "Action" 0 0.01 0 0 0.01
"16462" "Razor Freestyle Scooter" "GBA" "2001" "Sports" 0.01 0 0 0 0.01
"16550" "E.T. The Extra-Terrestrial" "GBA" "2001" "Action" 0.01 0 0 0 0.01
"16583" "Planet Monsters" "GBA" "2001" "Action" 0.01 0 0 0 0.01
"16594" "Woody Woodpecker in Crazy Castle 5" "GBA" "2002" "Platform" 0.01 0 0 0 0.01
"16598" "Spirits & Spells" "GBA" "2003" "Platform" 0.01 0 0 0 0.01
