Nombre,Plataforma,Fecha,Genero,VentasEEUU,VentasEU,VentasJP,VentasOtros,Ventas
Kao Challengers,PSP,2005,Platform,0.02,0.0,0.0,0.0,0.02
Casper: Spirit Dimensions,GC,2002,Platform,0.02,0.0,0.0,0.0,0.02
Wakeboarding Unleashed Featuring Shaun Murray,GBA,2003,Sports,0.01,0.01,0.0,0.0,0.02
Kikou Heidan J-Phoenix: Cobalt Shoutaihen,PS2,2002,Action,0.0,0.0,0.02,0.0,0.02
Disney Sports Football,GBA,2002,Sports,0.01,0.01,0.0,0.0,0.02
Headhunter: Redemption,XB,2004,Action,0.02,0.0,0.0,0.0,0.02
Prehistorik Man,GBA,2001,Platform,0.01,0.01,0.0,0.0,0.02
ESPN MLS ExtraTime 2002,GC,2002,Sports,0.02,0.0,0.0,0.0,0.02
Malice,PS2,2004,Platform,0.01,0.01,0.0,0.0,0.02
Rainbow Islands Revolution,DS,2005,Platform,0.01,0.0,0.0,0.0,0.02
Codename: Kids Next Door: Operation V.I.D.E.O.G.A.M.E.,XB,2005,Platform,0.01,0.0,0.0,0.0,0.02
ESPN MLS ExtraTime 2002,XB,2002,Sports,0.01,0.0,0.0,0.0,0.02
Charlie's Angels,GC,2003,Action,0.01,0.0,0.0,0.0,0.02
The Mummy,GBA,2002,Action,0.01,0.0,0.0,0.0,0.02
Elf Bowling 1 & 2,DS,2005,Sports,0.02,0.0,0.0,0.0,0.02
ESPN NFL Primetime 2002,XB,2002,Sports,0.01,0.0,0.0,0.0,0.02
Red Ninja: End of Honor,XB,2005,Action,0.01,0.0,0.0,0.0,0.02
Kong: The Animated Series,GBA,2002,Action,0.01,0.0,0.0,0.0,0.02
NHL 2K3,GC,2002,Sports,0.01,0.0,0.0,0.0,0.02
Disney Sports Basketball,GBA,2002,Sports,0.01,0.0,0.0,0.0,0.02
Ozzy & Drix,GBA,2003,Platform,0.01,0.0,0.0,0.0,0.02
Disney Sports Football,GC,2002,Sports,0.01,0.0,0.0,0.0,0.02
Spirits & Spells,GC,2003,Platform,0.01,0.0,0.0,0.0,0.02
One Piece Mansion,PS,2001,Action,0.01,0.01,0.0,0.0,0.02
Big Bass Fishing,PS,2002,Action,0.0,0.0,0.02,0.0,0.02
LEGO Star Wars: The Video Game,PC,2005,Action,0.0,0.01,0.0,0.0,0.02
WTA Tour Tennis,GBA,2002,Sports,0.01,0.0,0.0,0.0,0.02
Davis Cup Tennis,GBA,2002,Sports,0.01,0.0,0.0,0.0,0.02
Samurai Jack: The Shadow of Aku,GC,2004,Action,0.01,0.0,0.0,0.0,0.02
The Incredibles: Rise of the Underminer,PC,2005,Action,0.01,0.0,0.0,0.0,0.02
Kao the Kangaroo Round 2,GC,2005,Platform,0.01,0.0,0.0,0.0,0.02
Worldwide Soccer Manager 2006,PC,2004,Sports,0.0,0.01,0.0,0.0,0.02
Mission: Impossible - Operation Surma,GC,2004,Platform,0.01,0.0,0.0,0.0,0.02
Kao the Kangaroo Round 2,PS2,2005,Platform,0.01,0.01,0.0,0.0,0.02
Dragon Tales: Dragon Adventures,GBA,2003,Platform,0.01,0.0,0.0,0.0,0.02
Rayman 10th Anniversary,GBA,2005,Platform,0.01,0.0,0.0,0.0,0.02
Blackthorne,GBA,2003,Action,0.01,0.0,0.0,0.0,0.01
Ten Pin Alley 2,GBA,2004,Sports,0.01,0.0,0.0,0.0,0.01
Grand Theft Auto III,PC,2002,Action,0.0,0.01,0.0,0.0,0.01
Aeon Flux,XB,2005,Action,0.01,0.0,0.0,0.0,0.01
Football Manager 2005,PC,2004,Sports,0.0,0.01,0.0,0.0,0.01
WTA Tour Tennis,XB,2002,Sports,0.01,0.0,0.0,0.0,0.01
Harry Potter and the Chamber of Secrets,PC,2002,Action,0.0,0.01,0.0,0.0,0.01
Malice,XB,2004,Platform,0.01,0.0,0.0,0.0,0.01
Tiger Woods PGA Tour 2005,PC,2004,Sports,0.0,0.01,0.0,0.0,0.01
Kao the Kangaroo,GBA,2001,Platform,0.01,0.0,0.0,0.0,0.01
Aquaman: Battle for Atlantis,GC,2003,Action,0.01,0.0,0.0,0.0,0.01
Rainbow Islands: Revolution,PSP,2005,Action,0.01,0.0,0.0,0.0,0.01
Dinotopia: The Sunstone Odyssey,XB,2003,Action,0.01,0.0,0.0,0.0,0.01
World Snooker Challenge 2005,PSP,2005,Sports,0.0,0.01,0.0,0.0,0.01
"Crouching Tiger, Hidden Dragon",XB,2003,Action,0.01,0.0,0.0,0.0,0.01
ESPN NBA 2Night 2002,XB,2002,Sports,0.01,0.0,0.0,0.0,0.01
Shin Sangoku Musou 4 Special,X360,2005,Action,0.0,0.0,0.01,0.0,0.01
Wade Hixton's Counter Punch,GBA,2004,Sports,0.01,0.0,0.0,0.0,0.01
Legacy of Kain: Defiance,PC,2003,Action,0.0,0.01,0.0,0.0,0.01
Razor Freestyle Scooter,GBA,2001,Sports,0.01,0.0,0.0,0.0,0.01
E.T. The Extra-Terrestrial,GBA,2001,Action,0.01,0.0,0.0,0.0,0.01
Planet Monsters,GBA,2001,Action,0.01,0.0,0.0,0.0,0.01
Woody Woodpecker in Crazy Castle 5,GBA,2002,Platform,0.01,0.0,0.0,0.0,0.01
Spirits & Spells,GBA,2003,Platform,0.01,0.0,0.0,0.0,0.01
